date,open,close,low,high,volume
2010-05-28,246.616626126,243.058063063,241.741748248,246.971972973,5783800
2010-06-01,240.455462463,241.426425426,240.300296297,245.775775276,5328200
2010-06-02,243.583590591,246.931933934,240.970980981,247.182177678,5076500
2010-06-03,247.802798799,253.053058058,247.597598599,254.254260261,7294000
2010-06-04,250.110110611,249.609607107,248.598605606,254.879885886,7832700
2010-06-07,249.779788289,243.003009009,241.816821322,250.705707207,7258100
2010-06-08,244.169177177,242.632632633,239.009006006,244.664660661,5364800
2010-06-09,243.853854355,237.24725625599999,236.23623974,244.68468018,5452500
2010-06-10,240.425433434,243.748751752,238.158160661,244.494494495,5150600
2010-06-11,241.491488489,244.494494495,241.051059059,244.599597097,3559800
2010-06-14,247.487490991,241.836840841,241.836840841,247.497500501,4076700
2010-06-15,241.781787288,249.244250751,241.331332333,250.450457958,8510600
2010-06-16,248.333331332,250.885882883,248.303302303,252.252261762,4574000
2010-06-17,251.976977978,250.290286287,248.593600601,253.18818969,3950600
2010-06-18,251.506503504,250.265262263,249.314318819,251.986987488,5740000
2010-06-21,250.200198699,244.524524024,242.687686186,250.735736236,5961000
2010-06-22,245.195193694,243.368365366,243.108111612,248.548556557,4434900
2010-06-23,243.688693193,241.266268769,239.319323824,243.688693193,4054100
2010-06-24,240.070071572,237.787783784,236.86686987,241.616626126,3783400
2010-06-25,238.768771272,236.576587087,235.515521021,239.064074575,4485900
2010-06-28,236.531527528,236.276278779,234.739749249,239.014010511,3521000
2010-06-29,231.951952953,227.357363864,225.785784785,232.507510511,6997100
2010-06-30,227.707705706,222.697695696,222.582583584,229.144152653,7199100
2010-07-01,222.867876877,219.964968469,217.032031031,224.424425926,7020100
2010-07-02,221.031039039,218.493502503,218.218218719,221.361361362,3868100
2010-07-06,222.222231732,218.253252753,217.032031031,224.059054555,5115000
2010-07-07,219.374377378,225.325335336,217.907915916,225.870867868,6253100
2010-07-08,227.002002002,228.508517518,225.055056557,228.893893394,5332400
2010-07-09,236.21622022,233.978976477,231.621630631,236.86686987,8654300
2010-07-12,236.421420421,238.153155656,235.775775276,239.959963964,6662100
2010-07-13,241.366366867,244.844851852,240.38038939,246.741748248,7944600
2010-07-14,245.185183684,245.915911912,243.473483484,247.162158158,6229700
2010-07-15,246.111117618,247.257266267,241.581592092,247.597598599,9706600
2010-07-16,234.794802803,230.035037037,229.989992993,235.515521021,15633900
2010-07-19,230.735736236,233.323321322,228.988985986,235.060061562,9091400
2010-07-20,230.745745746,241.036044545,230.530536036,241.736743243,8100800
2010-07-21,242.242251752,238.988985986,237.952960461,243.093097097,6552600
2010-07-22,241.856860361,242.647647147,241.481478979,244.734744244,4291100
2010-07-23,240.625628629,245.275271772,240.245242242,245.540545546,4524200
2010-07-26,244.789798299,244.729739239,242.682681181,245.620624124,3986400
2010-07-27,245.535541041,246.561557057,245.330340841,248.998995996,4897400
2010-07-28,247.717715716,242.417422423,241.576587087,247.872882383,4987000
2010-07-29,243.218219219,242.737735235,239.904910411,244.68468018,5345600
2010-07-30,240.065066567,242.667666667,239.809817318,243.923922923,4283900
2010-08-02,244.739749249,245.450457958,243.713717718,246.88688989,3713600
2010-08-03,245.495502002,245.16015966,243.62362963,246.476473974,3600900
2010-08-04,246.336337338,253.41340941,245.770770271,253.753756757,7617300
2010-08-05,253.1981997,254.30430931,252.032031532,254.554553554,4835900
2010-08-06,252.952960461,250.36036987,248.273272773,253.123126627,6632300
2010-08-09,251.376376377,252.927935936,250.930926927,253.003009009,3740600
2010-08-10,251.426425426,252.107104605,249.534534034,253.253253254,4143800
2010-08-11,249.114123624,246.116122623,245.996005506,249.249255756,4441500
2010-08-12,242.212222222,246.251254255,241.496493494,247.622622623,4404700
2010-08-13,244.744754254,243.418414415,243.248248248,245.840838839,3865500
2010-08-16,242.08208008,243.038043043,240.490496997,245.180179179,2607300
2010-08-17,244.50950951,245.505511512,243.258258259,247.597598599,3777600
2010-08-18,245.465472473,241.316317818,241.016025025,245.680682683,5367400
2010-08-19,240.745745746,234.219226226,233.85885936,241.496493494,7842100
2010-08-20,234.219226226,231.241244244,230.740740741,236.03103954,7827300
2010-08-23,230.980990491,232.267275776,229.094104104,234.359362863,5966400
2010-08-24,229.079089089,225.920916417,225.685687187,229.414416417,5519800
2010-08-25,225.225222723,227.53753954,225.225222723,229.134143143,5179000
2010-08-26,228.258257758,225.715716216,225.445452953,228.85885936,3550400
2010-08-27,226.506503003,229.644641141,224.049044545,230.225222723,4620100
2010-08-30,229.804812313,226.571582082,226.436434935,230.110110611,2460300
2010-08-31,225.280276277,225.235232232,224.224230731,227.662661662,3889700
2010-09-01,227.717715215,230.395403904,226.476473974,232.702700701,6450100
2010-09-02,231.65166016,231.821826327,230.385394395,232.447451952,3365000
2010-09-03,235.495501502,235.385394395,233.953951952,236.176181181,5075700
2010-09-07,232.482485986,232.432436937,231.741747748,234.029025025,3416300
2010-09-08,232.827837838,235.525531031,232.487490991,236.486483984,4798700
2010-09-09,239.154162663,238.328326327,235.525531031,240.440447948,4856300
2010-09-10,239.749758759,238.308306807,237.777774275,240.135135135,3944600
2010-09-13,240.690692192,241.376376377,240.005008008,242.417422423,4478500
2010-09-14,241.246249249,240.455462463,240.280276777,242.617618118,4428500
2010-09-15,240.215213213,240.560565065,239.48948999,241.186190691,4800700
2010-09-16,240.215213213,240.770770271,239.94494945,241.466464465,3935000
2010-09-17,242.117114114,245.320330831,240.830828829,245.845843844,11271900
2010-09-20,246.496493494,254.394397398,246.276278779,255.460467968,8798100
2010-09-21,255.095096096,256.987003003,254.70972022,260.250247248,8923600
2010-09-22,256.686679179,258.258273774,256.096103103,259.149142643,5069100
2010-09-23,257.562564565,256.997012513,255.905902403,260.105106106,4630100
2010-09-24,261.131137638,263.908908409,259.389407408,264.179172172,6707000
2010-09-27,264.689700701,265.470462463,264.689700701,268.693698699,6208500
2010-09-28,267.007022523,263.84884985,259.484500501,267.062076076,7302000
2010-09-29,264.189181682,264.109103604,262.617618118,266.736728228,4340000
2010-09-30,264.844851852,263.158176176,259.71972973,266.201205706,6481700
2010-10-01,265.265262263,263.073062563,261.761752753,265.575565065,4445500
2010-10-04,262.737735235,261.436435436,259.684695696,264.389407908,3877100
2010-10-05,264.454470971,269.384402903,263.538547047,270.270267268,7007100
2010-10-06,269.899905906,267.442447448,265.235232733,270.245242743,5519000
2010-10-07,268.373385886,265.270267268,264.834842343,268.86886937,4786800
2010-10-08,266.651645145,268.443454455,264.07406957,269.069064565,5712600
2010-10-11,269.509525025,269.689700701,268.853854855,272.572574074,5247300
2010-10-12,270.330325826,270.965976477,269.164157658,273.268283784,7499600
2010-10-13,273.773776777,271.92193944,271.436435436,274.019016016,6105000
2010-10-14,272.36236937,270.735751752,268.823825326,272.897891892,13254900
2010-10-15,299.934940441,301.026035536,296.096103604,301.121128128,29619900
2010-10-18,300.575565566,309.164158158,300.575565566,310.155155155,14182200
2010-10-19,304.729740241,304.219211712,301.731723724,307.717716217,9166600
2010-10-20,304.374362863,304.294284785,304.054050551,308.998996997,7043100
2010-10-21,306.06106957,306.301303804,303.303318319,308.308322823,5835100
2010-10-22,306.26626977,306.571567568,305.330326327,307.717716217,4507600
2010-10-25,308.103092593,308.558567067,307.79278979,312.682682182,6310400
2010-10-26,306.856845846,309.609623123,305.820835336,310.925937938,5020700
2010-10-27,308.193210711,308.543552553,306.47146997,310.310306807,4479300
2010-10-28,310.335331332,309.599613614,306.956973974,310.810825326,4364200
2010-10-29,308.843845346,307.15716967,306.801792293,309.809818319,4552000
2010-11-01,308.173191191,307.807804305,305.910922923,310.64065966,6168000
2010-11-02,309.644657157,308.108097097,307.597599099,310.310306807,3991200
2010-11-03,309.059055556,310.400394395,307.057072072,311.226230731,6754200
2010-11-04,312.632633634,312.447452953,311.361362863,315.275272773,7134400
2010-11-05,311.901920421,312.852848349,310.86587938,313.058048549,3527800
2010-11-08,312.322330831,313.698704205,311.876895896,315.060062563,4198300
2010-11-09,315.315311812,312.722721222,310.565555556,315.740757258,4469900
2010-11-10,311.351352853,311.751743744,309.064060561,311.811802303,4989000
2010-11-11,310.16016016,308.903903904,307.412418419,310.235233734,4518600
2010-11-12,307.302311312,301.946964465,300.905918419,308.758762763,6779200
2010-11-15,301.841831332,298.033024024,297.322330331,302.302310811,6950800
2010-11-16,296.67667017,292.152164164,292.017032533,299.244236237,6608100
2010-11-17,292.79278929,292.067081582,290.975986487,295.045047548,4880100
2010-11-18,294.794803804,298.578586587,294.574588589,300.290287288,5174800
2010-11-19,298.798801302,295.710727728,295.465457958,299.244236237,4590400
2010-11-22,294.029026026,295.905917918,291.66666016,297.017032533,4368800
2010-11-23,293.798801302,291.796787288,289.389407908,294.799808309,4320800
2010-11-24,293.948947948,297.78277978,293.818820821,298.598606106,4788000
2010-11-26,295.525516517,295.295291792,293.793796297,296.786777278,2619500
2010-11-29,294.879886387,291.346347848,290.265262763,295.195194194,5713600
2010-11-30,287.447452453,278.133151652,276.93194945,287.447452453,14220500
2010-12-01,281.781772273,282.457461962,281.48147948,286.071079079,7500600
2010-12-02,284.614627628,286.196201201,282.957950451,286.951968969,5090700
2010-12-03,285.010013514,286.786777278,284.284274775,288.528537538,5257100
2010-12-06,290.575565065,289.469485986,288.593601101,291.291293794,4183400
2010-12-07,295.930942443,293.863864865,293.293308309,296.796787288,6078300
2010-12-08,296.281284285,295.565555556,292.13714965,296.556553053,3510200
2010-12-09,297.237247248,296.046055055,294.794803804,298.088077578,3734000
2010-12-10,296.866855856,296.401401402,295.440433434,297.292301302,3405900
2010-12-13,298.85885986,297.607608609,297.34234985,301.801792293,4792200
2010-12-14,298.843845346,297.752750251,296.536533534,299.444461962,3283300
2010-12-15,297.397403904,295.445438439,294.869876877,298.523533033,4331000
2010-12-16,296.721714215,296.151157157,294.329318819,297.182193694,3190600
2010-12-17,295.795810811,295.695713214,294.129123624,296.576572573,6168000
2010-12-20,297.622623624,297.827823824,294.624637638,299.239231232,3942600
2010-12-21,299.584598599,301.836826327,299.104099099,302.662662663,3755200
2010-12-22,302.302310811,303.048038539,301.94195946,303.803806307,2412500
2010-12-23,302.972965466,302.417423424,301.316318819,303.303318319,2219300
2010-12-27,301.671665165,301.49148949,300.050052553,302.192203704,2413700
2010-12-28,301.326328329,299.75976927,299.304294795,302.237247748,2127400
2010-12-29,301.301303804,300.800815816,299.75976927,301.506504004,2036300
2010-12-30,299.29928979,299.729740241,298.993991992,300.965976977,1977000
2010-12-31,298.668674675,297.282291292,296.311313814,299.509525526,3075500
2011-01-03,298.538547548,302.477481982,298.538547548,303.098087588,4725600
2011-01-04,303.113102102,301.361362363,300.360355356,303.393405906,3645300
2011-01-05,300.335330831,304.839847848,300.325321322,305.470462963,5059500
2011-01-06,305.645664164,307.057072072,305.330326327,309.52454004,4111400
2011-01-07,308.26327928,308.528538038,305.370365366,309.434452453,4198100
2011-01-10,307.707706707,307.412418419,304.584598599,308.002994495,3155200
2011-01-11,309.164158158,308.313327828,307.55756006,309.709720721,2875700
2011-01-12,309.98498949,308.743747748,307.692692192,309.98498949,3262100
2011-01-13,308.793796797,308.65366016,307.387393894,310.145145646,2665300
2011-01-14,309.009006507,312.402408909,308.848850351,312.447452953,4726400
2011-01-18,313.343357358,320.135136136,312.947940941,321.316318819,7226700
2011-01-19,321.381382383,316.191196697,315.145145646,321.801792293,6805300
2011-01-20,316.421421422,313.698704205,311.956974475,317.357364865,10960600
2011-01-21,320.110111612,306.221225726,305.985996497,321.186191692,17790900
2011-01-24,304.089084585,305.84585986,300.915927928,306.551548048,9189200
2011-01-25,304.404422923,310.265262763,303.563572072,310.655674174,7286300
2011-01-26,310.475467968,308.558567067,307.947940941,311.556553053,4072100
2011-01-27,309.254245746,308.703708709,306.93194995,310.16016016,4034300
2011-01-28,309.844852853,300.795810811,300.18017968,310.490482483,8453700
2011-01-31,302.102115616,300.480472473,298.073063063,302.537540541,5604100
2011-02-01,302.54755005,305.825840341,301.856845846,306.981998499,5485100
2011-02-02,305.805820821,306.306308809,304.069065065,307.477481982,3517800
2011-02-03,305.045048048,305.380374875,303.368381382,306.031040541,2987200
2011-02-04,305.380374875,305.795810811,303.608616116,306.026035536,3098400
2011-02-07,305.38537988,307.452457458,304.909915916,309.504520521,3595600
2011-02-08,307.772770271,309.499515516,307.562565065,310.125126126,3386400
2011-02-09,308.743747748,308.558567067,306.476474975,310.035038038,3681300
2011-02-10,307.257267268,308.528538038,306.086094094,309.059055556,4664100
2011-02-11,307.202213214,312.562565065,306.806797298,312.81280931,5174600
2011-02-14,311.981998499,314.389408409,310.330326327,315.135136136,4251700
2011-02-15,313.973972473,312.387394395,311.861850851,315.360355856,4179800
2011-02-16,313.128147147,312.422428429,311.361362863,313.563572072,3364600
2011-02-17,310.935947448,312.942935936,310.450443444,313.938938439,2954600
2011-02-18,313.313327828,315.355350851,312.402408909,315.905918419,6429300
2011-02-22,310.325321322,305.410404405,304.189182182,312.777775276,7272500
2011-02-23,305.470462963,305.965976977,302.302310811,307.657657658,5773400
2011-02-24,306.001011011,304.714725726,300.975986487,306.851841342,5417900
2011-02-25,306.236240741,305.325321322,305.055057558,307.667667668,3860900
2011-02-28,305.305301802,307.007023023,304.3092998,308.553562563,4558400
2011-03-01,309.199192193,300.680698699,299.949954955,309.919925926,6639700
2011-03-02,300.200199199,300.695713214,297.892887388,303.303318319,4049300
2011-03-03,303.493503504,305.085087087,302.8027993,306.05106006,3886700
2011-03-04,304.469486487,300.6105996,300.400394395,304.794803804,6015900
2011-03-07,300.575565566,296.126133133,293.793796297,302.14715966,6918400
2011-03-08,296.761753254,296.451450451,295.39538939,299.28927978,4565200
2011-03-09,295.795810811,296.181186687,293.168186186,297.552555055,4297600
2011-03-10,293.013004505,290.440433434,290.015018519,293.603611111,6249900
2011-03-11,289.399417918,288.64365015,286.951968969,290.290286787,6057900
2011-03-14,286.68667968,285.280277278,284.294284785,289.434451952,5626500
2011-03-15,279.029026026,285.065067067,278.028018519,285.785800801,8003100
2011-03-16,284.28927978,278.828830331,275.915927428,285.18017968,7589400
2011-03-17,282.522525526,280.960971472,280.550540541,284.784793794,5792800
2011-03-18,282.602603604,280.810825326,280.15015015,284.279270271,6590600
2011-03-21,285.39538939,288.538547548,284.794803304,290.190189189,6035700
2011-03-22,288.923923424,288.948947948,286.541538038,289.904910911,3770000
2011-03-23,287.882877378,291.371372373,286.28628929,291.516514014,3628700
2011-03-24,293.0079995,293.738742743,289.689701201,294.489505506,4193200
2011-03-25,293.733737738,290.16016016,289.909915916,293.748752753,5711000
2011-03-28,291.326328329,287.967960461,287.642642643,292.787784785,4432300
2011-03-29,288.288303304,291.156162162,286.791782283,291.236240241,3206300
2011-03-30,292.482486487,291.211215716,290.58057007,293.043033534,2841700
2011-03-31,291.791782283,293.673679179,291.161167167,294.374362863,4054700
2011-04-01,294.674686186,296.196201201,294.674686186,297.892887388,5221100
2011-04-04,296.796787288,294.134128629,291.841831332,297.667667167,4104800
2011-04-05,290.830844845,284.829837838,283.123111612,291.036045045,12082900
2011-04-06,286.376376877,287.377383884,284.284274775,287.867862363,5331200
2011-04-07,288.153171672,290.290286787,287.382388889,290.6105996,5057900
2011-04-08,292.737735736,289.369357858,289.31930931,292.737735736,3799700
2011-04-11,288.388400901,288.973972473,286.786777278,289.339328829,3712600
2011-04-12,287.787784285,285.59058008,284.3092993,288.743747748,4167000
2011-04-13,288.043033534,288.42843994,286.161167167,289.089084585,4134600
2011-04-14,287.882877378,289.54455956,286.336337838,290.015018519,10901600
2011-04-15,272.917911412,265.615604104,265.295291292,273.148166166,28059300
2011-04-18,263.473483484,263.683688689,259.759768769,264.094089089,10069500
2011-04-19,265.240237738,261.026035035,260.710727227,265.705722222,5362800
2011-04-20,263.21322973,263.128146647,260.955966467,263.673679179,6113800
2011-04-21,264.009006006,262.812808809,261.456454955,264.404422423,4935200
2011-04-25,262.887881882,262.787784285,261.26626927,263.763766767,3258300
2011-04-26,263.523532533,266.67666967,262.867862363,268.988986487,6993000
2011-04-27,269.269260261,269.149142643,267.442447448,269.324313814,4592200
2011-04-28,269.29928929,269.254245246,267.307315316,269.894900901,3996000
2011-04-29,270.270267268,272.322330331,269.52453954,272.322330331,8448500
2011-05-02,273.123111612,269.549564064,268.828830331,273.138156657,4263100
2011-05-03,268.833835336,267.212222723,265.080081582,271.27627928,4158800
2011-05-04,267.852847848,268.163181181,266.776767268,269.769778779,4229700
2011-05-05,267.197208208,267.402408409,266.016025025,269.979983984,3991600
2011-05-06,269.344333334,267.917911412,267.857852353,271.001010511,4108000
2011-05-09,267.767764765,269.109103604,265.81582983,269.51453003,3893500
2011-05-10,270.270267268,271.601596597,269.039035536,272.487491492,4081700
2011-05-11,270.340335336,267.992984485,267.112125125,272.047061562,4672900
2011-05-12,267.887881882,267.79278929,265.720737238,268.738742243,2893700
2011-05-13,267.572574074,265.040042543,264.789798299,268.228244245,4213100
2011-05-16,263.41842993,259.469485986,258.458468969,263.898898899,5910400
2011-05-17,257.972964965,265.495486987,257.77276927,265.875888389,6600500
2011-05-18,265.035037538,265.17016967,263.113101602,265.430423424,3902400
2011-05-19,266.631625626,265.890902903,265.125125626,268.538547047,4932400
2011-05-20,266.166171672,262.277286287,261.826816317,266.261264265,4630300
2011-05-23,258.558566567,259.454470971,256.956973474,260.260257258,4595400
2011-05-24,260.445437938,259.389407408,259.334323324,262.242251752,3796200
2011-05-25,258.923922923,260.095096096,258.883883884,261.64664014,2600500
2011-05-26,259.109103604,259.324313814,257.757754755,261.321322823,4232700
2011-05-27,259.499515015,260.710727227,258.40841992,261.156161662,3488100
2011-05-31,262.76275976,264.774783784,262.012027528,264.789798299,5369200
2011-06-01,264.284274775,263.063052553,262.917910911,266.866855356,5905800
2011-06-02,264.049045045,264.294284285,261.501498499,265.415408909,4404500
2011-06-03,261.261264265,261.801791792,261.01102002,264.06405956,3493500
2011-06-06,262.032047047,260.790805306,259.884890891,263.673679179,3880300
2011-06-07,261.706698699,259.774783784,259.754764265,262.577579079,3811300
2011-06-08,258.523532533,259.844851852,258.148166166,260.880893394,3303400
2011-06-09,260.260257258,258.62363013,258.078067067,260.260257258,3374800
2011-06-10,257.297305806,255.010013013,254.899905406,258.603610611,4874900
2011-06-13,255.255252253,252.617618118,251.336337338,255.355365366,4849700
2011-06-14,254.329333834,254.439440941,253.748752253,257.297305806,4678300
2011-06-15,252.767764265,251.726733734,250.555560561,254.429431432,4142400
2011-06-16,251.656665165,250.435443444,248.583591091,253.538547047,5508400
2011-06-17,253.343341342,242.75274975,242.642642142,253.598605606,10480300
2011-06-20,242.74273974,242.532535035,239.854861362,243.358355856,6051100
2011-06-21,243.83883984,246.746753253,242.607608108,247.217227227,5525200
2011-06-22,245.970980981,243.748751752,243.608615115,246.421420421,4809300
2011-06-23,241.306307808,240.350360361,237.1020996,241.67167968,9593700
2011-06-24,240.580584585,237.677676176,236.746752753,240.615619119,7603500
2011-06-27,237.237246747,241.641650651,237.037036036,244.444445946,6882500
2011-06-28,242.252261262,247.072070571,242.252261262,248.353350851,5424700
2011-06-29,248.518527528,249.034030531,246.436434935,250.375384885,4681300
2011-06-30,251.24624975,253.443453954,251.001010511,253.588595596,4851900
2011-07-01,253.62363013,260.775790791,253.443453954,260.850863864,7266100
2011-07-05,262.912906407,266.486483984,262.912906407,267.96795996,7690700
2011-07-06,267.017032032,267.947940441,266.786777278,269.52453954,5385800
2011-07-07,270.770785786,273.573581582,268.208224725,275.615604104,7863100
2011-07-08,266.741733233,266.261264265,263.898898899,269.094089089,9530800
2011-07-11,264.354342843,263.903903404,263.013004004,268.258273774,5672900
2011-07-12,264.344333334,267.272281282,263.263278779,269.979983984,5676700
2011-07-13,268.768771772,269.399417418,268.508518018,272.272281282,5574800
2011-07-14,269.829837338,264.734744745,263.628635135,271.271274275,13285700
2011-07-15,299.049045546,299.109104104,294.374362863,300.425418919,27436700
2011-07-18,296.541538038,297.767765266,296.296298799,301.326328329,8927600
2011-07-19,298.368381382,301.576572573,298.063053053,302.642643143,5929000
2011-07-20,301.391391892,297.972965466,297.972965466,301.71670921,4451100
2011-07-21,297.312320821,303.798801302,297.302310811,304.334323824,6932000
2011-07-22,302.99798999,309.424442443,302.437442943,310.060062563,7049300
2011-07-25,306.987003504,309.799808809,306.806797298,313.01800951,6256900
2011-07-26,309.334323824,311.571567568,308.918918919,314.064060561,4681100
2011-07-27,308.8988994,303.913913914,302.677677177,310.785801302,7860900
2011-07-28,302.897891892,305.775791292,301.801792293,308.298313314,6210500
2011-07-29,302.417423424,302.14715966,302.14715966,307.787784785,8266500
2011-08-01,305.915927928,303.688694194,299.889896397,308.058048549,7924200
2011-08-02,303.303318319,296.496494495,296.081089089,305.140140641,6394700
